t,x,vx
0.000000e0,8.242873e-1,0.000000e0
3.335109e-2,3.111334e0,3.799445e1
6.670219e-2,3.357251e0,5.980921e0
1.000533e-1,3.510062e0,3.141851e0
1.334044e-1,3.566707e0,1.463077e0
1.667555e-1,3.607601e0,1.150663e0
2.001066e-1,3.643418e0,1.738112e-1
2.334577e-1,3.619188e0,-1.120407e1
2.668087e-1,2.896480e0,-3.970090e1
3.001598e-1,9.724618e-1,-5.479785e1
3.335109e-1,-7.567101e-1,-3.404044e1
3.668620e-1,-1.296901e0,-1.628535e1
4.002131e-1,-1.842400e0,-1.062245e1
4.335642e-1,-2.005064e0,-1.648685e1
4.669153e-1,-2.941523e0,-2.385696e1
5.002664e-1,-3.595528e0,-1.526662e1
5.336175e-1,-3.959298e0,-1.137518e1
5.669686e-1,-4.353874e0,-1.740217e1
6.003197e-1,-5.119442e0,-2.186474e1
6.336708e-1,-5.811523e0,-1.551325e1
6.670219e-1,-6.153659e0,-1.075639e1
7.003730e-1,-6.528616e0,-6.615966e0
7.337241e-1,-6.594723e0,4.244937e1
7.670752e-1,-3.698658e0,5.677117e1
8.004262e-1,-2.809978e0,2.178580e1
8.337773e-1,-2.246271e0,5.010853e1
8.671284e-1,5.305900e-1,9.753345e1
9.004795e-1,4.255959e0,9.595019e1
9.338306e-1,6.927269e0,5.143861e1
9.671817e-1,7.685199e0,9.308977e0
1.000533e0,7.547868e0,-5.860418e0
1.033884e0,7.294505e0,-3.007119e0
1.067235e0,7.347393e0,5.570033e0
1.100586e0,7.665840e0,7.546501e0
1.133937e0,7.850493e0,1.032600e0
1.167288e0,7.734680e0,-4.597500e0
1.200639e0,7.543993e0,-3.385645e0
1.233990e0,7.508971e0,-5.369914e0
1.267342e0,7.185999e0,-2.577143e1
1.300693e0,5.790875e0,-6.375017e1
1.334044e0,2.935987e0,-7.433570e1
1.367395e0,8.351614e-1,-3.576316e1
1.400746e0,5.517765e-1,-1.275114e1
1.434097e0,-1.491478e-2,-2.062986e1
1.467448e0,-8.235475e-1,-2.963882e1
1.500799e0,-1.990836e0,-3.577163e1
1.534150e0,-3.208323e0,-3.440528e1
1.567501e0,-4.341863e0,-3.048476e1
1.600852e0,-5.291448e0,-2.505760e1
1.634204e0,-6.012370e0,-2.383828e1
1.667555e0,-6.880667e0,-2.861753e1
1.700906e0,-7.920205e0,-3.288532e1
1.734257e0,-9.073021e0,1.653695e1
1.767608e0,-6.817742e0,1.087198e2
1.800959e0,-1.825034e0,9.912857e1
1.834310e0,-2.091703e-1,4.388482e1
1.867661e0,1.100620e0,8.100365e1
1.901012e0,5.191073e0,1.181229e2
1.934363e0,8.975480e0,8.469223e1
1.967715e0,1.083722e1,2.359614e1
2.001066e0,1.054856e1,-1.318045e1
2.034417e0,9.958525e0,-1.567862e1
2.067768e0,9.503315e0,-5.543760e0
2.101119e0,9.588941e0,1.019891e1
2.134470e0,1.018324e1,1.721567e1
2.167821e0,1.073665e1,1.002485e1
2.201172e0,1.085157e1,-3.629517e0
2.234523e0,1.049468e1,-1.430436e1
2.267874e0,9.897942e0,-2.383785e1
2.301225e0,8.905494e0,-4.369938e1
2.334577e0,6.984649e0,-6.749150e1
2.367928e0,4.406061e0,-5.935474e1
2.401279e0,3.027667e0,-2.900451e1
2.434630e0,2.472427e0,-2.059651e1
2.467981e0,1.654566e0,-2.627768e1
2.501332e0,7.205819e-1,-3.249445e1
2.534683e0,-5.117304e-1,-3.468936e1
2.568034e0,-1.592042e0,-3.022439e1
2.601385e0,-2.526690e0,-2.563029e1
2.634736e0,-3.300728e0,-1.890771e1
2.668087e0,-3.787204e0,-2.332694e1
2.701439e0,-4.855858e0,-3.219126e1
2.734790e0,-5.933288e0,-1.306155e1
2.768141e0,-5.726628e0,8.088431e1
2.801492e0,-5.410006e-1,1.183396e2
2.834843e0,2.162682e0,4.756227e1
2.868194e0,2.629817e0,4.857788e1
2.901545e0,5.401207e0,1.136654e2
2.934896e0,1.020751e1,1.148562e2
2.968247e0,1.305829e1,5.510551e1
3.001598e0,1.388121e1,6.030975e0
3.034950e0,1.346035e1,-1.977818e1
3.068301e0,1.256266e1,-2.571877e1
3.101652e0,1.174577e1,-1.099300e1
3.135003e0,1.182980e1,1.341225e1
3.168354e0,1.263992e1,1.952209e1
3.201705e0,1.313127e1,2.262529e0
3.235056e0,1.279075e1,-1.084064e1
