t,x,y
2.200000e0,2.754938e1,-5.047210e0
2.233333e0,2.750830e1,-5.036728e0
2.266667e0,2.703160e1,-4.985426e0
2.300000e0,2.605272e1,-4.991233e0
2.333333e0,2.468865e1,-5.068024e0
2.366667e0,2.422829e1,-4.923481e0
2.400000e0,2.435577e1,-5.063793e0
2.433333e0,2.415880e1,-5.097988e0
2.466667e0,2.368778e1,-5.150502e0
2.500000e0,2.426395e1,-5.191396e0
2.533333e0,2.393381e1,-5.353890e0
2.566667e0,2.335254e1,-5.538255e0
2.600000e0,2.379453e1,-5.571510e0
2.633333e0,2.364685e1,-5.542713e0
2.666667e0,2.363343e1,-5.604537e0
2.700000e0,2.353894e1,-5.554513e0
2.733333e0,2.386436e1,-5.638508e0
2.766667e0,2.757618e1,-6.185045e0
2.800000e0,3.174443e1,-6.643706e0
2.833333e0,3.671477e1,-6.723720e0
2.866667e0,4.252819e1,-6.683003e0
2.900000e0,4.589057e1,-9.646316e0
2.933333e0,4.579714e1,-1.234713e1
2.966667e0,4.392686e1,-6.757859e0
3.000000e0,4.262412e1,-6.142310e0
3.033333e0,4.397881e1,-7.373291e0
3.066667e0,4.351824e1,-6.579346e0
3.100000e0,4.395269e1,-6.882205e0
3.133333e0,4.385281e1,-6.808370e0
3.166667e0,4.398419e1,-6.895352e0
3.200000e0,4.393259e1,-6.853535e0
3.233333e0,4.398785e1,-6.940020e0
3.266667e0,4.354789e1,-6.820350e0
3.300000e0,4.251911e1,-6.749720e0
3.333333e0,4.115158e1,-6.572920e0
3.366667e0,4.061556e1,-6.146475e0
3.400000e0,4.067805e1,-6.483483e0
3.433333e0,4.015251e1,-6.673773e0
3.466667e0,3.970531e1,-6.501105e0
3.500000e0,3.995200e1,-6.489474e0
3.533333e0,4.007023e1,-6.910719e0
3.566667e0,3.964594e1,-7.223267e0
3.600000e0,4.010611e1,-6.855036e0
3.633333e0,3.978697e1,-7.245413e0
3.666667e0,3.922342e1,-7.008007e0
3.700000e0,3.938937e1,-7.289654e0
3.733333e0,3.951965e1,-7.262008e0
3.766667e0,4.191473e1,-7.727395e0
3.800000e0,4.600844e1,-8.377307e0
3.833333e0,4.979096e1,-9.436616e0
3.866667e0,5.360371e1,-8.878151e0
3.900000e0,5.692915e1,-8.271556e0
3.933333e0,5.853208e1,-1.048053e1
3.966667e0,5.806492e1,-1.029225e1
4.000000e0,5.704845e1,-7.591177e0
4.033333e0,5.842240e1,-9.185952e0
4.066667e0,5.912416e1,-8.951989e0
4.100000e0,5.860732e1,-8.913806e0
4.133333e0,5.896960e1,-9.022778e0
4.166667e0,5.904986e1,-9.070552e0
4.200000e0,5.895551e1,-9.038729e0
4.233333e0,5.907804e1,-9.135737e0
4.266667e0,5.883780e1,-9.058063e0
4.300000e0,5.760061e1,-8.678872e0
4.333333e0,5.597831e1,-8.409594e0
4.366667e0,5.459884e1,-7.908256e0
4.400000e0,5.363642e1,-7.401649e0
4.433333e0,5.363669e1,-7.755828e0
4.466667e0,5.365085e1,-7.803071e0
4.500000e0,5.213170e1,-8.103709e0
4.533333e0,5.019735e1,-8.155921e0
4.566667e0,4.890940e1,-7.668832e0
4.600000e0,4.743518e1,-7.464162e0
4.633333e0,4.585567e1,-7.625853e0
4.666667e0,4.400843e1,-7.220537e0
4.700000e0,4.204874e1,-7.093187e0
4.733333e0,4.010554e1,-6.994501e0
4.766667e0,3.871253e1,-6.836712e0
4.800000e0,4.733379e1,-6.995057e0
4.833333e0,5.372887e1,-7.392018e0
4.866667e0,5.667486e1,-8.707805e0
4.900000e0,5.753718e1,-8.426618e0
4.933333e0,6.232122e1,-9.345508e0
4.966667e0,6.696836e1,-1.032672e1
5.000000e0,6.662530e1,-9.390172e0
5.033333e0,6.436614e1,-8.514706e0
5.066667e0,6.358612e1,-1.002459e1
5.100000e0,6.481631e1,-9.434781e0
5.133333e0,6.427308e1,-9.475229e0
5.166667e0,6.470134e1,-9.553475e0
5.200000e0,6.454367e1,-9.499106e0
5.233333e0,6.466340e1,-9.560424e0
5.266667e0,6.455302e1,-9.571373e0
5.300000e0,6.398778e1,-9.439377e0
5.333333e0,6.270404e1,-9.231234e0
5.366667e0,6.137896e1,-9.031633e0
5.400000e0,6.026209e1,-8.341346e0
5.433333e0,5.981658e1,-8.426681e0
5.466667e0,5.972382e1,-8.322885e0
5.500000e0,5.921401e1,-8.380313e0
5.533333e0,5.831621e1,-8.386801e0
5.566667e0,5.835683e1,-8.267736e0
5.600000e0,5.827932e1,-8.555190e0
5.633333e0,5.865702e1,-8.876192e0
5.666667e0,6.018487e1,-8.468892e0
5.700000e0,5.840628e1,-9.187446e0
5.733333e0,5.788014e1,-9.596645e0
5.766667e0,5.883977e1,-9.122733e0
5.800000e0,6.207682e1,-1.045081e1
5.833333e0,6.550527e1,-1.052130e1
5.866667e0,6.933677e1,-1.146266e1
5.900000e0,7.411230e1,-1.343513e1
5.933333e0,7.852499e1,-1.429661e1
5.966667e0,8.146168e1,-1.364495e1
6.000000e0,8.239848e1,-1.536486e1
6.033333e0,8.144428e1,-1.770809e1
6.066667e0,7.958395e1,-1.357390e1
6.100000e0,7.916998e1,-1.144298e1
6.133333e0,8.010140e1,-1.238698e1
6.166667e0,7.993280e1,-1.179081e1
6.200000e0,8.006585e1,-1.220427e1
6.233333e0,7.999181e1,-1.199786e1
6.266667e0,8.007976e1,-1.209352e1
6.300000e0,7.980091e1,-1.197938e1
6.333333e0,7.909019e1,-1.183781e1
6.366667e0,7.797710e1,-1.147060e1
6.400000e0,7.670714e1,-1.143687e1
6.433333e0,7.515635e1,-1.165523e1
6.466667e0,7.510293e1,-1.147085e1
6.500000e0,7.538203e1,-1.200718e1
6.533333e0,7.550414e1,-1.182102e1
6.566667e0,7.563108e1,-1.174762e1
6.600000e0,7.545289e1,-1.191915e1
6.633333e0,7.510626e1,-1.207506e1
6.666667e0,7.587971e1,-1.191330e1
6.700000e0,7.548351e1,-1.234078e1
6.733333e0,7.546379e1,-1.226381e1
6.766667e0,7.515729e1,-1.226530e1
6.800000e0,7.675511e1,-1.320909e1
6.833333e0,7.996897e1,-1.372222e1
6.866667e0,8.218885e1,-1.449901e1
6.900000e0,8.370391e1,-1.412228e1
6.933333e0,8.653025e1,-1.395850e1
6.966667e0,8.946730e1,-1.633165e1
7.000000e0,9.228144e1,-1.736893e1
7.033333e0,9.294497e1,-1.470493e1
7.066667e0,9.230221e1,-1.424054e1
7.100000e0,9.075195e1,-1.644975e1
7.133333e0,9.172354e1,-1.549502e1
7.166667e0,9.177807e1,-1.564367e1
7.200000e0,9.154430e1,-1.553959e1
7.233333e0,9.168500e1,-1.569821e1
7.266667e0,9.171457e1,-1.557879e1
7.300000e0,9.156314e1,-1.564756e1
7.333333e0,9.082122e1,-1.545432e1
7.366667e0,8.970077e1,-1.513132e1
7.400000e0,8.851890e1,-1.495593e1
7.433333e0,8.719282e1,-1.462440e1
7.466667e0,8.627385e1,-1.422841e1
7.500000e0,8.535089e1,-1.386719e1
7.533333e0,8.516494e1,-1.382796e1
7.566667e0,8.624637e1,-1.472905e1
7.600000e0,8.660995e1,-1.446512e1
7.633333e0,8.641936e1,-1.421793e1
7.666667e0,8.657676e1,-1.404795e1
7.700000e0,8.700440e1,-1.423659e1
7.733333e0,8.612874e1,-1.417714e1
7.766667e0,8.625463e1,-1.417890e1
7.800000e0,8.661684e1,-1.416665e1
7.833333e0,9.058209e1,-1.475082e1
7.866667e0,9.435471e1,-1.567934e1
7.900000e0,9.765014e1,-1.653362e1
7.933333e0,1.018963e2,-1.647734e1
7.966667e0,1.045204e2,-1.780001e1
8.000000e0,1.060805e2,-1.995780e1
8.033333e0,1.076843e2,-1.748315e1
8.066667e0,1.075795e2,-1.615306e1
8.100000e0,1.070617e2,-1.998123e1
8.133333e0,1.074950e2,-1.767738e1
8.166667e0,1.076221e2,-1.754478e1
8.200000e0,1.077171e2,-1.826328e1
8.233333e0,1.076326e2,-1.766320e1
8.266667e0,1.077282e2,-1.798941e1
8.300000e0,1.076352e2,-1.790273e1
8.333333e0,1.073101e2,-1.777011e1
8.366667e0,1.063780e2,-1.755348e1
8.400000e0,1.055306e2,-1.769238e1
8.433333e0,1.045275e2,-1.755845e1
8.466667e0,1.040275e2,-1.802457e1
8.500000e0,1.038764e2,-1.763871e1
8.533333e0,1.037182e2,-1.719827e1
8.566667e0,1.043942e2,-1.768890e1
8.600000e0,1.040875e2,-1.817512e1
8.633333e0,1.034259e2,-1.722666e1
8.666667e0,1.027048e2,-1.732193e1
8.700000e0,1.034918e2,-1.714432e1
8.733333e0,1.028927e2,-1.709050e1
8.766667e0,1.026835e2,-1.733048e1
8.800000e0,1.029603e2,-1.720456e1
8.833333e0,1.058326e2,-1.825605e1
8.866667e0,1.088593e2,-1.997529e1
8.900000e0,1.122254e2,-2.025759e1
8.933333e0,1.165642e2,-2.181193e1
8.966667e0,1.207928e2,-2.164610e1
9.000000e0,1.228818e2,-2.119268e1
9.033333e0,1.239467e2,-2.162563e1
9.066667e0,1.245096e2,-2.299238e1
9.100000e0,1.242621e2,-2.366592e1
9.133333e0,1.238589e2,-2.088727e1
9.166667e0,1.233914e2,-2.089147e1
9.200000e0,1.234754e2,-2.111752e1
9.233333e0,1.234788e2,-2.103431e1
9.266667e0,1.234720e2,-2.103700e1
9.300000e0,1.234725e2,-2.104647e1
9.333333e0,1.233251e2,-2.097269e1
9.366667e0,1.226163e2,-2.086032e1
9.400000e0,1.219123e2,-2.077638e1
9.433333e0,1.213274e2,-2.053343e1
9.466667e0,1.208416e2,-2.035816e1
9.500000e0,1.205408e2,-2.021555e1
9.533333e0,1.185820e2,-1.999570e1
9.566667e0,1.184187e2,-2.066892e1
9.600000e0,1.193890e2,-2.098878e1
9.633333e0,1.202358e2,-2.143989e1
9.666667e0,1.194060e2,-2.094149e1
9.700000e0,1.185735e2,-2.082976e1
9.733333e0,1.200539e2,-2.140615e1
9.766667e0,1.203515e2,-2.159861e1
9.800000e0,1.197816e2,-2.127854e1
9.833333e0,1.213769e2,-2.197576e1
9.866667e0,1.247630e2,-2.309320e1
9.900000e0,1.273108e2,-2.382065e1
9.933333e0,1.307413e2,-2.590824e1
9.966667e0,1.333483e2,-2.738115e1
1.000000e1,1.341529e2,-2.557078e1
1.003333e1,1.344694e2,-2.400351e1
1.006667e1,1.359070e2,-2.701315e1
1.010000e1,1.389228e2,-2.722618e1
1.013333e1,1.406992e2,-2.529398e1
1.016667e1,1.387870e2,-2.641203e1
1.020000e1,1.389575e2,-2.595853e1
1.023333e1,1.389804e2,-2.614127e1
1.026667e1,1.389480e2,-2.606714e1
1.030000e1,1.389598e2,-2.607412e1
1.033333e1,1.388922e2,-2.606812e1
1.036667e1,1.384042e2,-2.598163e1
1.040000e1,1.374146e2,-2.562713e1
1.043333e1,1.365561e2,-2.572480e1
1.046667e1,1.364723e2,-2.593420e1
1.050000e1,1.358869e2,-2.587656e1
1.053333e1,1.355176e2,-2.538409e1
1.056667e1,1.360662e2,-2.350838e1
1.060000e1,1.350754e2,-2.427728e1
1.063333e1,1.341315e2,-2.397151e1
1.066667e1,1.340043e2,-2.381379e1
1.070000e1,1.345528e2,-2.384706e1
1.073333e1,1.358824e2,-2.443408e1
1.076667e1,1.355846e2,-2.488418e1
1.080000e1,1.355784e2,-2.471243e1
1.083333e1,1.355192e2,-2.483025e1
1.086667e1,1.392751e2,-2.618794e1
1.090000e1,1.426814e2,-2.729686e1
1.093333e1,1.455620e2,-2.822338e1
1.096667e1,1.499515e2,-2.788062e1
1.100000e1,1.539315e2,-2.802635e1
1.103333e1,1.558418e2,-3.035316e1
1.106667e1,1.558710e2,-3.265414e1
1.110000e1,1.553964e2,-2.929727e1
1.113333e1,1.563866e2,-2.784490e1
1.116667e1,1.561992e2,-2.822138e1
1.120000e1,1.566746e2,-2.811545e1
1.123333e1,1.563970e2,-2.817272e1
1.126667e1,1.566757e2,-2.806550e1
1.130000e1,1.567029e2,-2.810706e1
1.133333e1,1.567488e2,-2.809151e1
1.136667e1,1.563709e2,-2.803437e1
1.140000e1,1.553957e2,-2.791426e1
1.143333e1,1.542717e2,-2.739760e1
1.146667e1,1.529795e2,-2.656742e1
1.150000e1,1.525459e2,-2.692060e1
1.153333e1,1.525020e2,-2.728683e1
1.156667e1,1.529017e2,-2.651404e1
1.160000e1,1.535134e2,-2.666520e1
1.163333e1,1.530632e2,-2.663443e1
1.166667e1,1.524968e2,-2.619252e1
1.170000e1,1.525377e2,-2.609009e1
1.173333e1,1.535235e2,-2.615823e1
1.176667e1,1.533293e2,-2.597241e1
1.180000e1,1.529314e2,-2.619133e1
1.183333e1,1.523776e2,-2.593441e1
1.186667e1,1.539274e2,-2.602340e1
1.190000e1,1.586450e2,-2.778750e1
1.193333e1,1.612539e2,-2.841944e1
1.196667e1,1.629778e2,-2.866446e1
1.200000e1,1.670774e2,-2.949748e1
1.203333e1,1.711591e2,-2.971168e1
1.206667e1,1.728517e2,-2.931062e1
1.210000e1,1.723795e2,-3.113641e1
1.213333e1,1.718208e2,-3.274710e1
1.216667e1,1.717613e2,-2.814668e1
1.220000e1,1.723065e2,-2.773353e1
1.223333e1,1.722035e2,-2.807850e1
1.226667e1,1.723327e2,-2.795411e1
1.230000e1,1.723135e2,-2.796286e1
1.233333e1,1.723160e2,-2.804105e1
1.236667e1,1.722423e2,-2.792831e1
1.240000e1,1.714159e2,-2.780916e1
1.243333e1,1.703369e2,-2.745251e1
1.246667e1,1.695010e2,-2.706739e1
1.250000e1,1.688459e2,-2.741492e1
1.253333e1,1.670325e2,-2.775463e1
1.256667e1,1.645720e2,-2.810323e1
1.260000e1,1.621934e2,-2.714406e1
1.263333e1,1.602044e2,-2.600579e1
1.266667e1,1.580225e2,-2.598725e1
1.270000e1,1.563465e2,-2.572571e1
1.273333e1,1.548633e2,-2.541497e1
1.276667e1,1.535917e2,-2.524395e1
1.280000e1,1.524538e2,-2.505761e1
1.283333e1,1.511837e2,-2.487340e1
1.286667e1,1.505498e2,-2.478267e1
1.290000e1,1.573447e2,-2.584211e1
1.293333e1,1.627118e2,-2.714042e1
1.296667e1,1.683629e2,-2.895211e1
1.300000e1,1.705412e2,-2.848577e1
1.303333e1,1.723634e2,-2.944509e1
1.306667e1,1.752376e2,-3.062669e1
1.310000e1,1.757599e2,-3.077637e1
1.313333e1,1.759524e2,-3.024286e1
1.316667e1,1.761091e2,-3.041055e1
1.320000e1,1.765758e2,-3.044588e1
1.323333e1,1.765606e2,-3.041724e1
1.326667e1,1.765731e2,-3.039321e1
1.330000e1,1.766665e2,-3.041038e1
1.333333e1,1.766982e2,-3.044074e1
1.336667e1,1.766185e2,-3.040596e1
1.340000e1,1.757039e2,-3.018356e1
1.343333e1,1.737840e2,-2.955688e1
1.346667e1,1.727765e2,-2.902759e1
1.350000e1,1.718284e2,-2.877227e1
1.353333e1,1.707733e2,-2.816406e1
1.356667e1,1.706014e2,-2.803309e1
1.360000e1,1.698917e2,-2.790237e1
1.363333e1,1.697514e2,-2.825844e1
1.366667e1,1.694848e2,-2.788958e1
1.370000e1,1.689518e2,-2.798735e1
1.373333e1,1.685401e2,-2.806191e1
1.376667e1,1.685978e2,-2.835210e1
1.380000e1,1.688845e2,-2.830529e1
1.383333e1,1.684973e2,-2.833709e1
1.386667e1,1.689749e2,-2.862333e1
1.390000e1,1.715154e2,-2.981874e1
1.393333e1,1.744367e2,-3.094930e1
1.396667e1,1.777450e2,-3.213026e1
1.400000e1,1.823811e2,-3.267223e1
1.403333e1,1.867277e2,-3.357701e1
1.406667e1,1.895930e2,-3.413304e1
1.410000e1,1.891026e2,-3.649298e1
1.413333e1,1.869749e2,-3.665522e1
1.416667e1,1.879865e2,-3.270564e1
1.420000e1,1.876048e2,-3.394032e1
1.423333e1,1.879035e2,-3.371449e1
1.426667e1,1.879880e2,-3.375629e1
1.430000e1,1.881383e2,-3.376154e1
1.433333e1,1.880436e2,-3.383216e1
1.436667e1,1.880835e2,-3.378865e1
1.440000e1,1.878477e2,-3.369994e1
1.443333e1,1.866753e2,-3.356808e1
1.446667e1,1.852835e2,-3.327565e1
1.450000e1,1.844496e2,-3.350235e1
1.453333e1,1.844671e2,-3.346118e1
1.456667e1,1.838249e2,-3.359578e1
1.460000e1,1.834943e2,-3.342629e1
1.463333e1,1.827406e2,-3.383728e1
1.466667e1,1.814260e2,-3.358046e1
1.470000e1,1.792879e2,-3.306711e1
1.473333e1,1.771200e2,-3.243139e1
1.476667e1,1.752945e2,-3.190703e1
1.480000e1,1.732735e2,-3.148876e1
1.483333e1,1.714374e2,-3.094192e1
1.486667e1,1.702897e2,-3.055546e1
1.490000e1,1.710652e2,-3.110485e1
1.493333e1,1.788737e2,-3.204687e1
1.496667e1,1.854993e2,-3.333465e1
1.500000e1,1.873350e2,-3.592657e1
1.503333e1,1.882454e2,-3.493414e1
1.506667e1,1.909498e2,-3.522931e1
1.510000e1,1.931252e2,-3.598370e1
1.513333e1,1.944041e2,-3.655722e1
1.516667e1,1.949458e2,-3.668903e1
1.520000e1,1.950146e2,-3.667535e1
1.523333e1,1.946704e2,-3.666948e1
1.526667e1,1.945422e2,-3.660176e1
1.530000e1,1.945554e2,-3.658162e1
1.533333e1,1.946446e2,-3.657879e1
1.536667e1,1.950794e2,-3.667996e1
1.540000e1,1.951204e2,-3.675168e1
1.543333e1,1.940758e2,-3.640898e1
1.546667e1,1.915849e2,-3.569691e1
1.550000e1,1.891680e2,-3.448303e1
1.553333e1,1.886135e2,-3.417002e1
1.556667e1,1.877644e2,-3.396959e1
1.560000e1,1.860357e2,-3.449099e1
1.563333e1,1.842461e2,-3.488158e1
1.566667e1,1.822764e2,-3.449229e1
1.570000e1,1.803041e2,-3.398688e1
1.573333e1,1.787824e2,-3.349581e1
1.576667e1,1.774073e2,-3.312535e1
1.580000e1,1.759060e2,-3.268540e1
1.583333e1,1.744189e2,-3.214564e1
1.586667e1,1.729835e2,-3.170137e1
1.590000e1,1.720085e2,-3.134146e1
1.593333e1,1.777024e2,-3.275772e1
1.596667e1,1.837772e2,-3.383887e1
1.600000e1,1.876298e2,-3.658384e1
1.603333e1,1.883076e2,-3.609554e1
1.606667e1,1.913061e2,-3.602759e1
1.610000e1,1.942274e2,-3.797479e1
1.613333e1,1.957680e2,-4.020380e1
1.616667e1,1.955242e2,-3.959901e1
1.620000e1,1.946471e2,-3.773821e1
1.623333e1,1.941499e2,-3.822761e1
1.626667e1,1.950305e2,-3.821955e1
1.630000e1,1.950280e2,-3.822497e1
1.633333e1,1.949420e2,-3.810480e1
1.636667e1,1.950898e2,-3.820446e1
1.640000e1,1.950398e2,-3.814669e1
1.643333e1,1.946035e2,-3.803151e1
1.646667e1,1.934823e2,-3.765090e1
1.650000e1,1.921851e2,-3.732135e1
1.653333e1,1.917016e2,-3.733649e1
1.656667e1,1.911782e2,-3.748762e1
1.660000e1,1.906512e2,-3.725044e1
1.663333e1,1.902398e2,-3.707130e1
1.666667e1,1.892700e2,-3.607597e1
1.670000e1,1.888444e2,-3.635821e1
1.673333e1,1.881533e2,-3.620175e1
1.676667e1,1.867256e2,-3.589125e1
1.680000e1,1.849984e2,-3.574596e1
1.683333e1,1.834132e2,-3.529788e1
1.686667e1,1.819154e2,-3.490566e1
1.690000e1,1.803247e2,-3.455232e1
1.693333e1,1.821063e2,-3.558100e1
1.696667e1,1.896674e2,-3.582481e1
1.700000e1,1.927985e2,-3.623977e1
1.703333e1,1.924570e2,-3.684426e1
1.706667e1,1.963258e2,-3.720163e1
1.710000e1,1.997436e2,-3.863236e1
1.713333e1,2.017432e2,-4.034164e1
1.716667e1,2.021410e2,-4.054140e1
1.720000e1,2.012716e2,-3.931325e1
1.723333e1,2.008453e2,-3.954248e1
1.726667e1,2.017085e2,-3.969397e1
1.730000e1,2.024493e2,-4.007450e1
1.733333e1,2.024670e2,-4.012759e1
1.736667e1,2.021307e2,-3.992512e1
1.740000e1,2.021791e2,-3.997855e1
1.743333e1,2.021099e2,-3.993363e1
1.746667e1,2.007121e2,-3.928698e1
1.750000e1,1.984488e2,-3.811187e1
1.753333e1,1.978155e2,-3.794917e1
1.756667e1,1.969303e2,-3.741251e1
1.760000e1,1.958984e2,-3.708210e1
1.763333e1,1.957990e2,-3.621883e1
1.766667e1,1.947016e2,-3.554124e1
1.770000e1,1.941232e2,-3.501252e1
1.773333e1,1.939571e2,-3.549383e1
1.776667e1,1.942657e2,-3.547340e1
1.780000e1,1.946217e2,-3.587254e1
1.783333e1,1.956237e2,-3.579788e1
1.786667e1,1.949897e2,-3.594489e1
1.790000e1,1.950885e2,-3.627989e1
1.793333e1,1.959502e2,-3.632289e1
1.796667e1,1.998467e2,-3.779737e1
1.800000e1,2.035425e2,-3.997317e1
1.803333e1,2.073315e2,-4.211932e1
1.806667e1,2.110619e2,-4.276433e1
1.810000e1,2.135474e2,-4.240317e1
1.813333e1,2.143157e2,-4.339827e1
1.816667e1,2.149003e2,-4.412645e1
1.820000e1,2.151041e2,-4.303569e1
1.823333e1,2.143329e2,-4.396831e1
1.826667e1,2.142568e2,-4.332449e1
1.830000e1,2.139948e2,-4.332924e1
1.833333e1,2.144611e2,-4.349944e1
1.836667e1,2.142261e2,-4.344593e1
1.840000e1,2.143864e2,-4.353811e1
1.843333e1,2.142552e2,-4.350231e1
1.846667e1,2.137606e2,-4.326421e1
1.850000e1,2.125273e2,-4.269810e1
1.853333e1,2.110412e2,-4.210294e1
1.856667e1,2.100590e2,-4.115130e1
1.860000e1,2.090756e2,-4.117230e1
1.863333e1,2.082264e2,-4.067937e1
1.866667e1,2.090083e2,-4.119234e1
1.870000e1,2.087062e2,-4.125480e1
1.873333e1,2.079465e2,-4.106343e1
1.876667e1,2.090258e2,-4.042219e1
1.880000e1,2.095270e2,-4.076543e1
1.883333e1,2.090766e2,-4.074708e1
1.886667e1,2.089924e2,-4.042064e1
1.890000e1,2.086850e2,-4.017463e1
1.893333e1,2.085837e2,-4.022394e1
1.896667e1,2.115045e2,-4.184073e1
1.900000e1,2.140731e2,-4.267211e1
1.903333e1,2.161368e2,-4.435156e1
1.906667e1,2.204917e2,-4.561936e1
1.910000e1,2.255966e2,-4.732317e1
1.913333e1,2.285089e2,-4.991665e1
1.916667e1,2.295414e2,-5.066786e1
1.920000e1,2.288166e2,-4.900296e1
1.923333e1,2.282627e2,-4.716478e1
1.926667e1,2.270170e2,-4.828412e1
1.930000e1,2.274047e2,-4.822828e1
1.933333e1,2.270561e2,-4.807992e1
1.936667e1,2.272920e2,-4.827636e1
1.940000e1,2.271537e2,-4.816423e1
1.943333e1,2.272840e2,-4.821208e1
1.946667e1,2.268230e2,-4.799847e1
1.950000e1,2.259133e2,-4.759299e1
1.953333e1,2.244440e2,-4.686558e1
1.956667e1,2.233180e2,-4.652184e1
1.960000e1,2.229738e2,-4.645425e1
1.963333e1,2.224009e2,-4.668176e1
1.966667e1,2.205079e2,-4.636648e1
1.970000e1,2.183940e2,-4.561729e1
1.973333e1,2.162421e2,-4.512380e1
1.976667e1,2.144410e2,-4.462191e1
1.980000e1,2.128330e2,-4.430421e1
1.983333e1,2.113615e2,-4.386719e1
1.986667e1,2.100612e2,-4.348474e1
1.990000e1,2.088991e2,-4.311253e1
1.993333e1,2.077126e2,-4.277027e1
1.996667e1,2.090616e2,-4.347396e1
2.000000e1,2.159739e2,-4.497458e1
2.003333e1,2.212641e2,-4.677888e1
2.006667e1,2.251431e2,-4.878400e1
2.010000e1,2.257698e2,-4.912377e1
2.013333e1,2.281319e2,-4.999061e1
2.016667e1,2.287530e2,-5.043036e1
2.020000e1,2.289502e2,-5.081294e1
2.023333e1,2.295227e2,-5.056820e1
2.026667e1,2.300524e2,-5.075553e1
2.030000e1,2.304719e2,-5.085023e1
2.033333e1,2.303311e2,-5.074038e1
2.036667e1,2.300914e2,-5.069698e1
2.040000e1,2.302900e2,-5.073462e1
2.043333e1,2.304495e2,-5.086284e1
2.046667e1,2.300999e2,-5.067151e1
2.050000e1,2.290594e2,-5.023384e1
2.053333e1,2.266213e2,-4.900816e1
2.056667e1,2.255470e2,-4.877142e1
2.060000e1,2.245569e2,-4.829062e1
2.063333e1,2.240844e2,-4.825601e1
2.066667e1,2.238029e2,-4.808295e1
2.070000e1,2.234100e2,-4.816714e1
2.073333e1,2.232767e2,-4.833046e1
2.076667e1,2.219849e2,-4.782198e1
2.080000e1,2.198536e2,-4.741005e1
2.083333e1,2.187289e2,-4.684208e1
2.086667e1,2.179415e2,-4.666270e1
2.090000e1,2.178560e2,-4.714909e1
2.093333e1,2.170557e2,-4.714381e1
2.096667e1,2.161115e2,-4.671703e1
2.100000e1,2.214140e2,-4.811061e1
2.103333e1,2.270296e2,-4.938519e1
