t,x,vx
0.000000e0,1.421085e-14,0.000000e0
3.333333e-2,-5.541356e0,-4.946116e1
6.666667e-2,-3.297411e0,5.075188e1
1.000000e-1,-2.157898e0,2.594935e1
1.333333e-1,-1.567454e0,1.681583e1
1.666667e-1,-1.036843e0,5.759339e1
2.000000e-1,2.272106e0,4.661179e1
2.333333e-1,2.070610e0,7.199196e0
2.666667e-1,2.752052e0,1.155522e1
3.000000e-1,2.840958e0,9.746774e-1
3.333333e-1,2.817031e0,-7.607497e-2
3.666667e-1,2.835886e0,4.867981e-1
4.000000e-1,2.849484e0,-1.383967e1
4.333333e-1,1.913242e0,-2.042154e1
4.666667e-1,1.488048e0,-1.609456e1
5.000000e-1,8.402712e-1,-1.710809e1
5.333333e-1,3.475086e-1,-1.204388e1
5.666667e-1,3.734551e-2,-4.587913e0
6.000000e-1,4.164779e-2,-6.897084e-1
6.333333e-1,-8.635047e-3,-2.015603e0
6.666667e-1,-9.272578e-2,-3.370364e0
7.000000e-1,-2.333260e-1,-5.236653e0
7.333333e-1,-4.418360e-1,-6.059808e0
7.666667e-1,-6.373132e-1,-6.579075e0
8.000000e-1,-8.804410e-1,-5.383517e0
8.333333e-1,-9.962143e-1,-4.480816e0
8.666667e-1,-1.179162e0,-1.161614e1
9.000000e-1,-1.770623e0,3.426243e1
9.333333e-1,1.105000e0,9.153883e1
9.666667e-1,4.331965e0,9.961089e1
1.000000e0,7.745726e0,1.247101e2
1.033333e0,1.264597e1,7.625213e1
1.066667e0,1.282920e1,1.985896e1
1.100000e0,1.396990e1,3.373482e1
1.133333e0,1.507819e1,2.057433e1
1.166667e0,1.534152e1,8.236252e0
1.200000e0,1.562727e1,7.400379e0
1.233333e0,1.583488e1,4.374777e0
1.266667e0,1.591892e1,1.886657e0
1.300000e0,1.596066e1,1.503422e-1
1.333333e0,1.592895e1,-1.437055e-1
1.366667e0,1.595108e1,2.573377e-2
1.400000e0,1.593066e1,-7.289045e-1
1.433333e0,1.590248e1,-5.236403e0
1.466667e0,1.558157e1,-3.116301e0
1.500000e0,1.569473e1,-1.145972e1
1.533333e0,1.481759e1,-1.688430e1
1.566667e0,1.456911e1,-5.025896e0
1.600000e0,1.448253e1,-1.245525e0
1.633333e0,1.448608e1,2.158896e-1
1.666667e0,1.449692e1,-3.886096e0
1.700000e0,1.422700e1,-9.380475e0
1.733333e0,1.387156e1,-7.825270e0
1.766667e0,1.370532e1,-2.977030e0
1.800000e0,1.367309e1,-4.733417e0
1.833333e0,1.338976e1,-9.342147e0
1.866667e0,1.305028e1,-9.217507e0
1.900000e0,1.277526e1,3.845024e1
1.933333e0,1.561363e1,8.981357e1
1.966667e0,1.876283e1,9.537560e1
2.000000e0,2.197200e1,7.495926e1
2.033333e0,2.376011e1,6.254569e1
2.066667e0,2.614171e1,6.158159e1
2.100000e0,2.786555e1,4.714650e1
2.133333e0,2.928481e1,2.726761e1
2.166667e0,2.968339e1,1.094706e1
2.200000e0,3.001462e1,7.640445e0
2.233333e0,3.019275e1,2.230562e0
2.266667e0,3.016332e1,-4.627637e-2
2.300000e0,3.018967e1,4.897690e-1
2.333333e0,3.019597e1,-2.380171e-1
2.366667e0,3.017380e1,-2.407621e-1
2.400000e0,3.017992e1,-3.259652e-1
2.433333e0,3.015207e1,-3.260647e0
2.466667e0,2.996255e1,-1.236821e1
2.500000e0,2.932752e1,-1.607318e1
2.533333e0,2.889100e1,-1.005591e1
2.566667e0,2.865713e1,-5.183435e0
2.600000e0,2.854544e1,-6.356057e0
2.633333e0,2.823339e1,-8.924799e0
2.666667e0,2.795045e1,-8.672886e0
2.700000e0,2.765520e1,-9.588128e0
2.733333e0,2.731124e1,-1.311730e1
2.766667e0,2.678071e1,-1.091536e1
2.800000e0,2.658355e1,-4.821738e0
2.833333e0,2.645926e1,-7.409798e0
2.866667e0,2.608957e1,-1.384225e1
2.900000e0,2.553645e1,5.534785e0
2.933333e0,2.645855e1,5.805424e1
2.966667e0,2.940673e1,8.870396e1
3.000000e0,3.237215e1,9.571003e1
3.033333e0,3.578740e1,8.565161e1
3.066667e0,3.808226e1,6.715289e1
3.100000e0,4.026426e1,4.979590e1
3.133333e0,4.140198e1,3.247033e1
3.166667e0,4.242895e1,1.769171e1
3.200000e0,4.258143e1,8.140166e0
3.233333e0,4.297162e1,8.518390e0
3.266667e0,4.314932e1,3.366493e0
3.300000e0,4.319606e1,1.382630e0
3.333333e0,4.324150e1,4.458016e-1
3.366667e0,4.322578e1,-4.147520e-1
3.400000e0,4.321385e1,-4.689147e-1
3.433333e0,4.319452e1,-6.305358e-1
3.466667e0,4.317181e1,-7.517124e0
3.500000e0,4.269337e1,-1.356245e1
3.533333e0,4.226765e1,-1.049394e1
3.566667e0,4.199378e1,-6.047176e0
3.600000e0,4.186450e1,-4.440924e0
3.633333e0,4.169772e1,-2.713964e0
3.666667e0,4.168357e1,-1.899436e0
3.700000e0,4.157109e1,-3.652532e0
3.733333e0,4.144007e1,-5.006357e0
3.766667e0,4.123733e1,-7.082918e0
3.800000e0,4.096788e1,-6.626869e0
3.833333e0,4.079554e1,-1.281954e1
3.866667e0,4.011324e1,-1.619399e1
3.900000e0,3.971594e1,-6.647201e0
3.933333e0,3.967009e1,3.690036e1
3.966667e0,4.217596e1,8.352969e1
4.000000e0,4.523874e1,9.874719e1
4.033333e0,4.875911e1,9.974455e1
4.066667e0,5.188838e1,7.355416e1
4.100000e0,5.366272e1,5.246172e1
4.133333e0,5.538582e1,4.067685e1
4.166667e0,5.637451e1,2.157209e1
4.200000e0,5.682396e1,1.149757e1
4.233333e0,5.714101e1,5.626413e0
4.266667e0,5.719906e1,1.789795e0
4.300000e0,5.726033e1,2.363608e0
4.333333e0,5.735663e1,1.248758e0
4.366667e0,5.734358e1,1.830558e-1
4.400000e0,5.736883e1,4.393545e-1
4.433333e0,5.737288e1,6.559626e-2
4.466667e0,5.737321e1,-1.644201e0
4.500000e0,5.726326e1,-1.441085e1
4.533333e0,5.641248e1,-1.613540e1
4.566667e0,5.618757e1,-4.699334e0
