t,x,vx
0.000000e0,-1.421085e-14,0.000000e0
3.333333e-2,-1.159656e1,-1.854897e2
6.666667e-2,-1.236598e1,-1.046792e1
1.000000e-1,-1.229442e1,6.291646e0
1.333333e-1,-1.194654e1,4.865361e0
1.666667e-1,-1.197006e1,-2.773825e-1
2.000000e-1,-1.196503e1,-1.320782e-1
2.333333e-1,-1.197887e1,-1.249904e0
2.666667e-1,-1.204835e1,-4.399533e-1
3.000000e-1,-1.200820e1,1.255216e0
3.333333e-1,-1.196467e1,1.809656e-1
3.666667e-1,-1.199613e1,3.242940e-1
4.000000e-1,-1.194305e1,7.478044e-2
4.333333e-1,-1.199115e1,-4.631981e-1
4.666667e-1,-1.197393e1,2.923605e-1
5.000000e-1,-1.197166e1,-3.557857e-1
5.333333e-1,-1.199765e1,-3.883273e-2
5.666667e-1,-1.197425e1,-5.220060e-2
6.000000e-1,-1.200113e1,-3.960926e-1
6.333333e-1,-1.200065e1,2.466011e-2
6.666667e-1,-1.199949e1,1.915063e-1
7.000000e-1,-1.198789e1,1.968551e-1
7.333333e-1,-1.198636e1,-1.590736e-1
7.666667e-1,-1.199849e1,-1.985833e-1
8.000000e-1,-1.199960e1,-5.649364e-2
8.333333e-1,-1.200226e1,-6.046899e-1
8.666667e-1,-1.203992e1,-5.044765e-1
9.000000e-1,-1.203589e1,1.321937e-1
9.333333e-1,-1.203110e1,-8.563783e-2
9.666667e-1,-1.204160e1,-3.193450e-1
1.000000e0,-1.205239e1,-4.023662e-2
1.033333e0,-1.204428e1,1.146967e0
1.066667e0,-1.197593e1,-3.188957e0
1.100000e0,-1.225688e1,-1.893901e1
1.133333e0,-1.323853e1,-2.050778e1
1.166667e0,-1.362406e1,-7.020194e0
1.200000e0,-1.370654e1,-4.202399e0
1.233333e0,-1.390422e1,-3.145700e0
1.266667e0,-1.391626e1,-2.964599e0
1.300000e0,-1.410186e1,-9.864831e0
1.333333e0,-1.457391e1,-8.493247e0
1.366667e0,-1.466808e1,-1.219539e1
1.400000e0,-1.538694e1,-2.828219e1
1.433333e0,-1.655356e1,-3.005283e1
1.466667e0,-1.739046e1,-2.011071e1
1.500000e0,-1.789427e1,-1.988769e1
1.533333e0,-1.871631e1,1.468271e1
1.566667e0,-1.691543e1,7.441974e1
1.600000e0,-1.375499e1,1.002911e2
1.633333e0,-1.022936e1,1.027676e2
1.666667e0,-6.903816e0,8.392528e1
1.700000e0,-4.634337e0,6.471060e1
1.733333e0,-2.589777e0,3.386862e1
1.766667e0,-2.376429e0,2.598330e1
1.800000e0,-8.575566e-1,2.926950e1
1.833333e0,-4.251293e-1,8.709078e0
1.866667e0,-2.769513e-1,4.205475e0
1.900000e0,-1.447643e-1,3.393515e0
1.933333e0,-5.071704e-2,2.041005e0
1.966667e0,-8.697290e-3,9.642865e-1
2.000000e0,1.356873e-2,-2.496864e-1
2.033333e0,-2.534305e-2,-4.562546e-1
2.066667e0,-1.684825e-2,-3.434300e0
2.100000e0,-2.542964e-1,3.875299e-1
2.133333e0,8.987079e-3,7.118607e-1
2.166667e0,-2.068390e-1,-3.788337e1
2.200000e0,-2.516571e0,-4.297132e1
2.233333e0,-3.071593e0,-1.006863e1
2.266667e0,-3.187813e0,-1.246453e1
2.300000e0,-3.902562e0,-1.573230e1
2.333333e0,-4.236633e0,-9.178776e0
2.366667e0,-4.514480e0,-1.851803e1
2.400000e0,-5.471168e0,-1.746325e1
2.433333e0,-5.678697e0,-1.083424e1
2.466667e0,-6.193451e0,-1.691350e1
2.500000e0,-6.806264e0,-1.168537e1
2.533333e0,-6.972476e0,-7.789630e0
2.566667e0,-7.325573e0,3.912490e1
2.600000e0,-4.364149e0,9.167738e1
2.633333e0,-1.213748e0,9.822628e1
2.666667e0,2.184270e0,9.866753e1
2.700000e0,5.364088e0,8.393318e1
2.733333e0,7.779815e0,5.835548e1
2.766667e0,9.254454e0,3.490582e1
2.800000e0,1.010687e1,2.066709e1
2.833333e0,1.063226e1,1.015044e1
2.866667e0,1.078357e1,3.755840e0
2.900000e0,1.088265e1,1.445065e0
2.933333e0,1.087990e1,-1.902966e-1
2.966667e0,1.086996e1,9.908765e-1
3.000000e0,1.094596e1,1.799381e0
