t,x,y
1.680000e1,2.063801e2,-1.329595e1
1.683333e1,2.098132e2,-1.418842e1
1.686667e1,2.134015e2,-1.474179e1
1.690000e1,2.178300e2,-1.516844e1
1.693333e1,2.212569e2,-1.537383e1
1.696667e1,2.233140e2,-1.562424e1
1.700000e1,2.253133e2,-1.587117e1
1.703333e1,2.266480e2,-1.588641e1
1.706667e1,2.271774e2,-1.594701e1
1.710000e1,2.276679e2,-1.595532e1
1.713333e1,2.277771e2,-1.599889e1
